DHB,year,sex,cancer,incidence_num,incidence_rate
All New Zealand,2020,Male,Non-Hodgkin lymphoma,614,16
Auckland,2020,Male,Non-Hodgkin lymphoma,51,15.6
Bay of Plenty,2020,Male,Non-Hodgkin lymphoma,25,10.9
Canterbury,2020,Male,Non-Hodgkin lymphoma,86,19.3
Capital & Coast,2020,Male,Non-Hodgkin lymphoma,36,17.6
Counties Manukau,2020,Male,Non-Hodgkin lymphoma,53,14.8
Hawke's Bay,2020,Male,Non-Hodgkin lymphoma,19,12
Hutt Valley,2020,Male,Non-Hodgkin lymphoma,32,26.1
Lakes,2020,Male,Non-Hodgkin lymphoma,14,15.5
MidCentral,2020,Male,Non-Hodgkin lymphoma,15,9.5
Nelson Marlborough,2020,Male,Non-Hodgkin lymphoma,20,10.3
Northland,2020,Male,Non-Hodgkin lymphoma,34,18.8
South Canterbury,2020,Male,Non-Hodgkin lymphoma,9,14.1
Southern,2020,Male,Non-Hodgkin lymphoma,56,19.4
Tairawhiti,2020,Male,Non-Hodgkin lymphoma,10,24.7
Taranaki,2020,Male,Non-Hodgkin lymphoma,15,14.7
Waikato,2020,Male,Non-Hodgkin lymphoma,46,13.6
Wairarapa,2020,Male,Non-Hodgkin lymphoma,9,20.6
Waitemata,2020,Male,Non-Hodgkin lymphoma,70,16.5
West Coast,2020,Male,Non-Hodgkin lymphoma,4,0
Whanganui,2020,Male,Non-Hodgkin lymphoma,8,11.8
All New Zealand,2020,Male,Pancreas,367,8.8
Auckland,2020,Male,Pancreas,20,6
Bay of Plenty,2020,Male,Pancreas,20,7.8
Canterbury,2020,Male,Pancreas,44,9.3
Capital & Coast,2020,Male,Pancreas,20,9
Counties Manukau,2020,Male,Pancreas,29,7.9
Hawke's Bay,2020,Male,Pancreas,10,5.3
Hutt Valley,2020,Male,Pancreas,4,0
Lakes,2020,Male,Pancreas,10,9.4
MidCentral,2020,Male,Pancreas,13,7.8
Nelson Marlborough,2020,Male,Pancreas,11,6
Northland,2020,Male,Pancreas,19,8.8
South Canterbury,2020,Male,Pancreas,5,0
Southern,2020,Male,Pancreas,36,11.2
Tairawhiti,2020,Male,Pancreas,2,0
Taranaki,2020,Male,Pancreas,11,10.6
Waikato,2020,Male,Pancreas,48,13.3
Wairarapa,2020,Male,Pancreas,9,18.7
Waitemata,2020,Male,Pancreas,40,8
West Coast,2020,Male,Pancreas,3,0
Whanganui,2020,Male,Pancreas,12,17.8
All New Zealand,2020,Male,Prostate,4007,98.3
Auckland,2020,Male,Prostate,298,90.5
Bay of Plenty,2020,Male,Prostate,222,91.9
Canterbury,2020,Male,Prostate,454,98.3
Capital & Coast,2020,Male,Prostate,234,103.6
Counties Manukau,2020,Male,Prostate,309,81.6
Hawke's Bay,2020,Male,Prostate,156,91.9
Hutt Valley,2020,Male,Prostate,135,113.5
Lakes,2020,Male,Prostate,81,83.7
MidCentral,2020,Male,Prostate,236,141.7
Nelson Marlborough,2020,Male,Prostate,157,89.3
Northland,2020,Male,Prostate,186,91.6
South Canterbury,2020,Male,Prostate,58,87.4
Southern,2020,Male,Prostate,422,139.5
Tairawhiti,2020,Male,Prostate,37,87.9
Taranaki,2020,Male,Prostate,94,86.9
Waikato,2020,Male,Prostate,291,81
Wairarapa,2020,Male,Prostate,43,77.4
Waitemata,2020,Male,Prostate,447,96.5
West Coast,2020,Male,Prostate,37,91.5
Whanganui,2020,Male,Prostate,107,161.5
All New Zealand,2020,Male,Testis,199,8
Auckland,2020,Male,Testis,19,6.3
Bay of Plenty,2020,Male,Testis,8,8.2
Canterbury,2020,Male,Testis,31,10.5
Capital & Coast,2020,Male,Testis,8,4.7
Counties Manukau,2020,Male,Testis,17,5.9
Hawke's Bay,2020,Male,Testis,8,9.9
Hutt Valley,2020,Male,Testis,6,7.6
Lakes,2020,Male,Testis,5,0
MidCentral,2020,Male,Testis,6,6.5
Nelson Marlborough,2020,Male,Testis,4,0
Northland,2020,Male,Testis,5,0
South Canterbury,2020,Male,Testis,1,0
Southern,2020,Male,Testis,15,8
Tairawhiti,2020,Male,Testis,3,0
Taranaki,2020,Male,Testis,5,0
Waikato,2020,Male,Testis,32,15.7
Wairarapa,2020,Male,Testis,2,0
Waitemata,2020,Male,Testis,21,6.8
Whanganui,2020,Male,Testis,3,0
West Coast,2011,Male,Testis,0,0
Wairarapa,2012,Male,Testis,0,0
Whanganui,2013,Male,Testis,0,0
South Canterbury,2014,Male,Testis,0,0
West Coast,2014,Male,Testis,0,0
Taranaki,2015,Male,Testis,0,0
West Coast,2015,Male,Testis,0,0
Tairawhiti,2016,Male,Testis,0,0
West Coast,2016,Male,Testis,0,0
Whanganui,2016,Male,Testis,0,0
Tairawhiti,2017,Male,Bladder,0,0
Tairawhiti,2017,Male,Testis,0,0
Wairarapa,2017,Male,Testis,0,0
South Canterbury,2019,Male,Testis,0,0
Tairawhiti,2019,Male,Testis,0,0
West Coast,2019,Male,Testis,0,0
West Coast,2020,Male,Testis,0,0
All New Zealand,2011,Female,Breast,2874,92.4
Auckland,2011,Female,Breast,272,97.6
Bay of Plenty,2011,Female,Breast,186,109
Canterbury,2011,Female,Breast,312,82.6
Capital & Coast,2011,Female,Breast,195,102.1
Counties Manukau,2011,Female,Breast,256,87.2
Hawke's Bay,2011,Female,Breast,126,101.1
Hutt Valley,2011,Female,Breast,98,98.7
Lakes,2011,Female,Breast,75,110
MidCentral,2011,Female,Breast,106,85
Nelson Marlborough,2011,Female,Breast,83,70.5
Northland,2011,Female,Breast,114,95.6
South Canterbury,2011,Female,Breast,37,83
Southern,2011,Female,Breast,231,100.7
Tairawhiti,2011,Female,Breast,23,62.2
Taranaki,2011,Female,Breast,79,86.1
Waikato,2011,Female,Breast,241,93.3
Wairarapa,2011,Female,Breast,22,59.5
Waitemata,2011,Female,Breast,339,91.2
West Coast,2011,Female,Breast,23,89
Whanganui,2011,Female,Breast,50,102.8
All New Zealand,2011,Female,Colorectal,1371,36.7
Auckland,2011,Female,Colorectal,109,34.5
Bay of Plenty,2011,Female,Colorectal,75,33.1
Canterbury,2011,Female,Colorectal,198,43.5
Capital & Coast,2011,Female,Colorectal,66,30.4
Counties Manukau,2011,Female,Colorectal,107,33.7
Hawke's Bay,2011,Female,Colorectal,58,35.4
Hutt Valley,2011,Female,Colorectal,35,32.4
Lakes,2011,Female,Colorectal,29,36.2
MidCentral,2011,Female,Colorectal,51,31.7
Nelson Marlborough,2011,Female,Colorectal,63,44.2
Northland,2011,Female,Colorectal,50,32.5
South Canterbury,2011,Female,Colorectal,39,58.7
Southern,2011,Female,Colorectal,127,44.4
Tairawhiti,2011,Female,Colorectal,13,33
Taranaki,2011,Female,Colorectal,50,47.5
Waikato,2011,Female,Colorectal,118,38
Wairarapa,2011,Female,Colorectal,14,27.7
Waitemata,2011,Female,Colorectal,131,30.5
West Coast,2011,Female,Colorectal,12,39.6
Whanganui,2011,Female,Colorectal,24,35
All New Zealand,2011,Female,Leukaemia,253,8.1
Auckland,2011,Female,Leukaemia,17,6
Bay of Plenty,2011,Female,Leukaemia,20,12.3
Canterbury,2011,Female,Leukaemia,33,8.8
Capital & Coast,2011,Female,Leukaemia,17,9.1
Counties Manukau,2011,Female,Leukaemia,25,8.6
Hawke's Bay,2011,Female,Leukaemia,11,9.3
Hutt Valley,2011,Female,Leukaemia,13,14.2
Lakes,2011,Female,Leukaemia,11,12.7
MidCentral,2011,Female,Leukaemia,2,0
Nelson Marlborough,2011,Female,Leukaemia,12,11.7
Northland,2011,Female,Leukaemia,11,9.3
South Canterbury,2011,Female,Leukaemia,5,0
Southern,2011,Female,Leukaemia,15,6.1
Tairawhiti,2011,Female,Leukaemia,1,0
Taranaki,2011,Female,Leukaemia,9,8.7
Waikato,2011,Female,Leukaemia,20,7.8
Wairarapa,2011,Female,Leukaemia,4,0
Waitemata,2011,Female,Leukaemia,24,6.7
West Coast,2011,Female,Leukaemia,1,0
Whanganui,2011,Female,Leukaemia,2,0
All New Zealand,2011,Female,Lung,985,28
Auckland,2011,Female,Lung,71,23.2
Bay of Plenty,2011,Female,Lung,77,37.5
Canterbury,2011,Female,Lung,103,24.4
Capital & Coast,2011,Female,Lung,46,21.3
Counties Manukau,2011,Female,Lung,89,28.7
Hawke's Bay,2011,Female,Lung,45,32.2
Hutt Valley,2011,Female,Lung,41,38.4
Lakes,2011,Female,Lung,39,47.4
MidCentral,2011,Female,Lung,42,27
Nelson Marlborough,2011,Female,Lung,27,19
Northland,2011,Female,Lung,52,36.2
South Canterbury,2011,Female,Lung,22,34.3
Southern,2011,Female,Lung,68,27.7
Tairawhiti,2011,Female,Lung,13,34.9
Taranaki,2011,Female,Lung,30,30.8
Waikato,2011,Female,Lung,86,29.8
Wairarapa,2011,Female,Lung,9,21
Waitemata,2011,Female,Lung,96,23.3
West Coast,2011,Female,Lung,8,26.2
Whanganui,2011,Female,Lung,17,26.9
All New Zealand,2011,Female,Melanoma,1006,33.1
Auckland,2011,Female,Melanoma,86,31.6
Bay of Plenty,2011,Female,Melanoma,61,38.1
Canterbury,2011,Female,Melanoma,139,41
Capital & Coast,2011,Female,Melanoma,63,32.7
Counties Manukau,2011,Female,Melanoma,62,20.9
Hawke's Bay,2011,Female,Melanoma,27,22.8
Hutt Valley,2011,Female,Melanoma,18,16
Lakes,2011,Female,Melanoma,36,48.4
MidCentral,2011,Female,Melanoma,31,26.9
Nelson Marlborough,2011,Female,Melanoma,46,43.1
Northland,2011,Female,Melanoma,40,30
South Canterbury,2011,Female,Melanoma,21,43.2
Southern,2011,Female,Melanoma,59,28.4
Tairawhiti,2011,Female,Melanoma,12,34
Taranaki,2011,Female,Melanoma,38,49.7
Waikato,2011,Female,Melanoma,97,37.1
Wairarapa,2011,Female,Melanoma,12,39.3
Waitemata,2011,Female,Melanoma,137,36
West Coast,2011,Female,Melanoma,6,24.3
Whanganui,2011,Female,Melanoma,15,32.7
All New Zealand,2011,Female,Non-Hodgkin lymphoma,347,10.4
Auckland,2011,Female,Non-Hodgkin lymphoma,31,10
Bay of Plenty,2011,Female,Non-Hodgkin lymphoma,20,11.5
Canterbury,2011,Female,Non-Hodgkin lymphoma,32,7.7
Capital & Coast,2011,Female,Non-Hodgkin lymphoma,27,13.2
Counties Manukau,2011,Female,Non-Hodgkin lymphoma,37,12.5
Hawke's Bay,2011,Female,Non-Hodgkin lymphoma,11,7.6
Hutt Valley,2011,Female,Non-Hodgkin lymphoma,7,6.2
Lakes,2011,Female,Non-Hodgkin lymphoma,5,0
MidCentral,2011,Female,Non-Hodgkin lymphoma,14,10.3
Nelson Marlborough,2011,Female,Non-Hodgkin lymphoma,11,9.9
Northland,2011,Female,Non-Hodgkin lymphoma,15,9.8
South Canterbury,2011,Female,Non-Hodgkin lymphoma,2,0
Southern,2011,Female,Non-Hodgkin lymphoma,31,12.8
Tairawhiti,2011,Female,Non-Hodgkin lymphoma,4,0
Taranaki,2011,Female,Non-Hodgkin lymphoma,13,13.6
Waikato,2011,Female,Non-Hodgkin lymphoma,26,9.6
Wairarapa,2011,Female,Non-Hodgkin lymphoma,4,0
Waitemata,2011,Female,Non-Hodgkin lymphoma,41,10.3
West Coast,2011,Female,Non-Hodgkin lymphoma,3,0
Whanganui,2011,Female,Non-Hodgkin lymphoma,10,20.1
All New Zealand,2011,Female,Ovarian,281,8.8
Auckland,2011,Female,Ovarian,26,9.5
Bay of Plenty,2011,Female,Ovarian,15,9.2
Canterbury,2011,Female,Ovarian,32,8.6
Capital & Coast,2011,Female,Ovarian,23,11.7
Counties Manukau,2011,Female,Ovarian,26,8.9
Hawke's Bay,2011,Female,Ovarian,8,5.5
Hutt Valley,2011,Female,Ovarian,12,10.8
Lakes,2011,Female,Ovarian,4,0
MidCentral,2011,Female,Ovarian,10,8.3
Nelson Marlborough,2011,Female,Ovarian,13,10.8
Northland,2011,Female,Ovarian,12,8.5
South Canterbury,2011,Female,Ovarian,5,0
Southern,2011,Female,Ovarian,26,11.4
Tairawhiti,2011,Female,Ovarian,1,0
Taranaki,2011,Female,Ovarian,9,8.6
Waikato,2011,Female,Ovarian,16,6.4
Wairarapa,2011,Female,Ovarian,3,0
Waitemata,2011,Female,Ovarian,32,8
West Coast,2011,Female,Ovarian,1,0
Whanganui,2011,Female,Ovarian,7,11.9
All New Zealand,2011,Female,Pancreas,231,6.3
Auckland,2011,Female,Pancreas,19,6.2
Bay of Plenty,2011,Female,Pancreas,14,6.2
Canterbury,2011,Female,Pancreas,34,7.2
Capital & Coast,2011,Female,Pancreas,7,3
Counties Manukau,2011,Female,Pancreas,17,5.7
Hawke's Bay,2011,Female,Pancreas,10,6.4
Hutt Valley,2011,Female,Pancreas,4,0
Lakes,2011,Female,Pancreas,4,0
MidCentral,2011,Female,Pancreas,18,10.6
Nelson Marlborough,2011,Female,Pancreas,7,6.2
Northland,2011,Female,Pancreas,10,7.1
South Canterbury,2011,Female,Pancreas,5,0
Southern,2011,Female,Pancreas,21,8.5
Tairawhiti,2011,Female,Pancreas,3,0
Taranaki,2011,Female,Pancreas,5,0
Waikato,2011,Female,Pancreas,19,5.1
Wairarapa,2011,Female,Pancreas,3,0
Waitemata,2011,Female,Pancreas,26,6.2
West Coast,2011,Female,Pancreas,1,0
Whanganui,2011,Female,Pancreas,2,0
All New Zealand,2011,Female,Thyroid,190,7.2
Auckland,2011,Female,Thyroid,20,7.7
Bay of Plenty,2011,Female,Thyroid,7,4.8
Canterbury,2011,Female,Thyroid,18,5.8
Capital & Coast,2011,Female,Thyroid,10,5.8
Counties Manukau,2011,Female,Thyroid,31,11.5
Hawke's Bay,2011,Female,Thyroid,8,6.4
Hutt Valley,2011,Female,Thyroid,5,0
Lakes,2011,Female,Thyroid,8,13.8
MidCentral,2011,Female,Thyroid,10,10.1
Nelson Marlborough,2011,Female,Thyroid,2,0
Northland,2011,Female,Thyroid,6,6.4
South Canterbury,2011,Female,Thyroid,4,0
Southern,2011,Female,Thyroid,12,7.1
Tairawhiti,2011,Female,Thyroid,1,0
Taranaki,2011,Female,Thyroid,3,0
Waikato,2011,Female,Thyroid,16,7.7
Wairarapa,2011,Female,Thyroid,2,0
Waitemata,2011,Female,Thyroid,19,5.6
West Coast,2011,Female,Thyroid,1,0
Whanganui,2011,Female,Thyroid,5,0
All New Zealand,2011,Female,Uterine,455,14.5
Auckland,2011,Female,Uterine,53,19.5
Bay of Plenty,2011,Female,Uterine,26,12.9
Canterbury,2011,Female,Uterine,45,11.9
Capital & Coast,2011,Female,Uterine,25,12.8
Counties Manukau,2011,Female,Uterine,56,19.1
Hawke's Bay,2011,Female,Uterine,19,13.8
Hutt Valley,2011,Female,Uterine,11,10
Lakes,2011,Female,Uterine,8,11
MidCentral,2011,Female,Uterine,21,17.3
Nelson Marlborough,2011,Female,Uterine,13,10.9
Northland,2011,Female,Uterine,15,12
South Canterbury,2011,Female,Uterine,6,12.1
Southern,2011,Female,Uterine,27,11.8
Tairawhiti,2011,Female,Uterine,5,0
Taranaki,2011,Female,Uterine,10,9.2
Waikato,2011,Female,Uterine,33,12.1
Wairarapa,2011,Female,Uterine,5,0
Waitemata,2011,Female,Uterine,65,18
West Coast,2011,Female,Uterine,2,0
Whanganui,2011,Female,Uterine,10,17.6
All New Zealand,2012,Female,Breast,3037,97.2
Auckland,2012,Female,Breast,276,98.2
Bay of Plenty,2012,Female,Breast,162,96.5
Canterbury,2012,Female,Breast,362,100.6
Capital & Coast,2012,Female,Breast,203,102.2
Counties Manukau,2012,Female,Breast,276,92.2
Hawke's Bay,2012,Female,Breast,151,120.9
Hutt Valley,2012,Female,Breast,92,91.8
Lakes,2012,Female,Breast,77,105
MidCentral,2012,Female,Breast,131,106
Nelson Marlborough,2012,Female,Breast,97,81.7
Northland,2012,Female,Breast,124,96.3
South Canterbury,2012,Female,Breast,40,88.4
Southern,2012,Female,Breast,183,81.9
Tairawhiti,2012,Female,Breast,29,91.6
Taranaki,2012,Female,Breast,85,97.6
Waikato,2012,Female,Breast,268,101.2
Wairarapa,2012,Female,Breast,32,85
Waitemata,2012,Female,Breast,390,103.3
West Coast,2012,Female,Breast,14,53.4
Whanganui,2012,Female,Breast,45,83.7
All New Zealand,2012,Female,Colorectal,1397,37.1
Auckland,2012,Female,Colorectal,92,29.2
Bay of Plenty,2012,Female,Colorectal,78,33.9
Canterbury,2012,Female,Colorectal,177,39.1
Capital & Coast,2012,Female,Colorectal,70,32.4
Counties Manukau,2012,Female,Colorectal,110,34.4
Hawke's Bay,2012,Female,Colorectal,69,42.5
Hutt Valley,2012,Female,Colorectal,42,37.6
Lakes,2012,Female,Colorectal,28,32.1
MidCentral,2012,Female,Colorectal,73,44.5
Nelson Marlborough,2012,Female,Colorectal,63,42.8
Northland,2012,Female,Colorectal,47,27.5
South Canterbury,2012,Female,Colorectal,30,41.9
Southern,2012,Female,Colorectal,132,46.7
Tairawhiti,2012,Female,Colorectal,12,30.5
Taranaki,2012,Female,Colorectal,46,38.6
Waikato,2012,Female,Colorectal,110,33.2
Wairarapa,2012,Female,Colorectal,20,45.7
Waitemata,2012,Female,Colorectal,156,37.4
West Coast,2012,Female,Colorectal,11,33.3
Whanganui,2012,Female,Colorectal,28,38.3
All New Zealand,2012,Female,Leukaemia,251,7.8
Auckland,2012,Female,Leukaemia,18,6.7
Bay of Plenty,2012,Female,Leukaemia,12,5.2
Canterbury,2012,Female,Leukaemia,37,9.5
Capital & Coast,2012,Female,Leukaemia,17,9.6
Counties Manukau,2012,Female,Leukaemia,24,8.9
Hawke's Bay,2012,Female,Leukaemia,15,8.9
Hutt Valley,2012,Female,Leukaemia,14,13.3
Lakes,2012,Female,Leukaemia,4,0
MidCentral,2012,Female,Leukaemia,6,4.3
Nelson Marlborough,2012,Female,Leukaemia,9,9.2
Northland,2012,Female,Leukaemia,9,7.5
South Canterbury,2012,Female,Leukaemia,1,0
Southern,2012,Female,Leukaemia,27,13.1
Tairawhiti,2012,Female,Leukaemia,4,0
Taranaki,2012,Female,Leukaemia,2,0
Waikato,2012,Female,Leukaemia,20,6.1
Wairarapa,2012,Female,Leukaemia,2,0
Waitemata,2012,Female,Leukaemia,23,6.1
West Coast,2012,Female,Leukaemia,2,0
Whanganui,2012,Female,Leukaemia,4,0
All New Zealand,2012,Female,Lung,989,27.4
Auckland,2012,Female,Lung,82,27.7
Bay of Plenty,2012,Female,Lung,57,26
Canterbury,2012,Female,Lung,110,25
Capital & Coast,2012,Female,Lung,52,23.2
Counties Manukau,2012,Female,Lung,106,33.3
Hawke's Bay,2012,Female,Lung,48,32.3
Hutt Valley,2012,Female,Lung,30,26.2
Lakes,2012,Female,Lung,36,43.9
MidCentral,2012,Female,Lung,32,20.2
Nelson Marlborough,2012,Female,Lung,24,15.9
Northland,2012,Female,Lung,51,33.9
South Canterbury,2012,Female,Lung,18,28.3
Southern,2012,Female,Lung,76,27.9
Tairawhiti,2012,Female,Lung,14,39.9
Taranaki,2012,Female,Lung,19,22.9
Waikato,2012,Female,Lung,89,29.2
Wairarapa,2012,Female,Lung,14,31.2
Waitemata,2012,Female,Lung,93,22.3
West Coast,2012,Female,Lung,11,39.8
Whanganui,2012,Female,Lung,25,42
All New Zealand,2012,Female,Melanoma,1105,34.1
Auckland,2012,Female,Melanoma,102,34.2
Bay of Plenty,2012,Female,Melanoma,76,41
Canterbury,2012,Female,Melanoma,144,39.2
Capital & Coast,2012,Female,Melanoma,74,35.3
Counties Manukau,2012,Female,Melanoma,63,20.4
Hawke's Bay,2012,Female,Melanoma,25,18.2
Hutt Valley,2012,Female,Melanoma,20,18.8
Lakes,2012,Female,Melanoma,31,40.4
MidCentral,2012,Female,Melanoma,50,44.5
Nelson Marlborough,2012,Female,Melanoma,42,36.5
Northland,2012,Female,Melanoma,34,25.2
South Canterbury,2012,Female,Melanoma,18,33.1
Southern,2012,Female,Melanoma,82,34.9
Tairawhiti,2012,Female,Melanoma,9,34.3
Taranaki,2012,Female,Melanoma,39,46
Waikato,2012,Female,Melanoma,95,35.6
Wairarapa,2012,Female,Melanoma,17,60.6
Waitemata,2012,Female,Melanoma,150,37.3
West Coast,2012,Female,Melanoma,10,37
Whanganui,2012,Female,Melanoma,23,51.5
All New Zealand,2012,Female,Non-Hodgkin lymphoma,318,9.5
Auckland,2012,Female,Non-Hodgkin lymphoma,30,10.2
Bay of Plenty,2012,Female,Non-Hodgkin lymphoma,17,9.5
Canterbury,2012,Female,Non-Hodgkin lymphoma,46,11.7
Capital & Coast,2012,Female,Non-Hodgkin lymphoma,15,7.5
Counties Manukau,2012,Female,Non-Hodgkin lymphoma,23,7.7
Hawke's Bay,2012,Female,Non-Hodgkin lymphoma,17,12.5
Hutt Valley,2012,Female,Non-Hodgkin lymphoma,10,9
Lakes,2012,Female,Non-Hodgkin lymphoma,6,8
MidCentral,2012,Female,Non-Hodgkin lymphoma,13,10.1
Nelson Marlborough,2012,Female,Non-Hodgkin lymphoma,13,12.5
Northland,2012,Female,Non-Hodgkin lymphoma,16,12.7
South Canterbury,2012,Female,Non-Hodgkin lymphoma,4,0
Southern,2012,Female,Non-Hodgkin lymphoma,24,9.7
Tairawhiti,2012,Female,Non-Hodgkin lymphoma,5,0
Taranaki,2012,Female,Non-Hodgkin lymphoma,8,8.1
Waikato,2012,Female,Non-Hodgkin lymphoma,22,7.3
Wairarapa,2012,Female,Non-Hodgkin lymphoma,6,15.6
Waitemata,2012,Female,Non-Hodgkin lymphoma,34,8.9
West Coast,2012,Female,Non-Hodgkin lymphoma,5,0
Whanganui,2012,Female,Non-Hodgkin lymphoma,4,0
All New Zealand,2012,Female,Ovarian,267,8
Auckland,2012,Female,Ovarian,18,6.3
Bay of Plenty,2012,Female,Ovarian,17,9.3
Canterbury,2012,Female,Ovarian,40,10.1
Capital & Coast,2012,Female,Ovarian,14,7
Counties Manukau,2012,Female,Ovarian,18,6
Hawke's Bay,2012,Female,Ovarian,9,7.1
Hutt Valley,2012,Female,Ovarian,6,5.3
Lakes,2012,Female,Ovarian,5,0
MidCentral,2012,Female,Ovarian,10,7.2
Nelson Marlborough,2012,Female,Ovarian,12,9.1
Northland,2012,Female,Ovarian,11,12
South Canterbury,2012,Female,Ovarian,9,13.5
Southern,2012,Female,Ovarian,20,7.4
Tairawhiti,2012,Female,Ovarian,6,17
Taranaki,2012,Female,Ovarian,13,15.5
Waikato,2012,Female,Ovarian,23,7.4
Wairarapa,2012,Female,Ovarian,4,0
Waitemata,2012,Female,Ovarian,25,6.6
West Coast,2012,Female,Ovarian,3,0
Whanganui,2012,Female,Ovarian,4,0
All New Zealand,2012,Female,Pancreas,284,7.3
Auckland,2012,Female,Pancreas,23,6.5
Bay of Plenty,2012,Female,Pancreas,15,6.6
Canterbury,2012,Female,Pancreas,38,7.7
Capital & Coast,2012,Female,Pancreas,24,9.7
Counties Manukau,2012,Female,Pancreas,27,8.4
Hawke's Bay,2012,Female,Pancreas,6,3.2
Hutt Valley,2012,Female,Pancreas,8,7.9
Lakes,2012,Female,Pancreas,4,0
MidCentral,2012,Female,Pancreas,11,7.9
Nelson Marlborough,2012,Female,Pancreas,7,4.9
Northland,2012,Female,Pancreas,13,7.5
South Canterbury,2012,Female,Pancreas,5,0
Southern,2012,Female,Pancreas,24,8.3
Tairawhiti,2012,Female,Pancreas,8,19.8
Taranaki,2012,Female,Pancreas,12,11.5
Waikato,2012,Female,Pancreas,19,5.3
Wairarapa,2012,Female,Pancreas,2,0
Waitemata,2012,Female,Pancreas,26,5.6
West Coast,2012,Female,Pancreas,5,0
Whanganui,2012,Female,Pancreas,7,10.1
All New Zealand,2012,Female,Thyroid,210,8
Auckland,2012,Female,Thyroid,29,10.8
Bay of Plenty,2012,Female,Thyroid,9,6.6
Canterbury,2012,Female,Thyroid,21,6.8
Capital & Coast,2012,Female,Thyroid,11,6.3
Counties Manukau,2012,Female,Thyroid,27,9.1
Hawke's Bay,2012,Female,Thyroid,5,0
Hutt Valley,2012,Female,Thyroid,8,9.2
Lakes,2012,Female,Thyroid,3,0
MidCentral,2012,Female,Thyroid,13,12.1
Nelson Marlborough,2012,Female,Thyroid,4,0
Northland,2012,Female,Thyroid,6,7.5
South Canterbury,2012,Female,Thyroid,2,0
Southern,2012,Female,Thyroid,11,6.8
Tairawhiti,2012,Female,Thyroid,1,0
Taranaki,2012,Female,Thyroid,4,0
Waikato,2012,Female,Thyroid,26,12.7
Wairarapa,2012,Female,Thyroid,2,0
Waitemata,2012,Female,Thyroid,22,6.5
West Coast,2012,Female,Thyroid,1,0
Whanganui,2012,Female,Thyroid,4,0
All New Zealand,2012,Female,Uterine,518,16.3
Auckland,2012,Female,Uterine,45,15.7
Bay of Plenty,2012,Female,Uterine,23,12.1
Canterbury,2012,Female,Uterine,68,18.1
Capital & Coast,2012,Female,Uterine,28,14.2
Counties Manukau,2012,Female,Uterine,86,29.1
Hawke's Bay,2012,Female,Uterine,19,14.2
Hutt Valley,2012,Female,Uterine,14,13.4
Lakes,2012,Female,Uterine,15,21.5
MidCentral,2012,Female,Uterine,22,15.6
Nelson Marlborough,2012,Female,Uterine,10,7.6
Northland,2012,Female,Uterine,30,21.3
South Canterbury,2012,Female,Uterine,7,16
Southern,2012,Female,Uterine,28,12.5
Tairawhiti,2012,Female,Uterine,8,23.4
Taranaki,2012,Female,Uterine,8,8.4
Waikato,2012,Female,Uterine,36,13.7
Wairarapa,2012,Female,Uterine,9,23.4
Waitemata,2012,Female,Uterine,54,13.9
West Coast,2012,Female,Uterine,4,0
Whanganui,2012,Female,Uterine,3,0
All New Zealand,2013,Female,Breast,3030,94.7
Auckland,2013,Female,Breast,282,96.8
Bay of Plenty,2013,Female,Breast,185,103.6
Canterbury,2013,Female,Breast,356,94.2
Capital & Coast,2013,Female,Breast,175,89.1
Counties Manukau,2013,Female,Breast,290,94.2
Hawke's Bay,2013,Female,Breast,127,104.2
Hutt Valley,2013,Female,Breast,87,86.2
Lakes,2013,Female,Breast,67,90.3
MidCentral,2013,Female,Breast,120,96
Nelson Marlborough,2013,Female,Breast,109,94
Northland,2013,Female,Breast,114,81
South Canterbury,2013,Female,Breast,49,98.4
Southern,2013,Female,Breast,245,106.6
Tairawhiti,2013,Female,Breast,30,92.1
Taranaki,2013,Female,Breast,80,85.6
Waikato,2013,Female,Breast,239,88.3
Wairarapa,2013,Female,Breast,29,80
Waitemata,2013,Female,Breast,377,97.4
West Coast,2013,Female,Breast,24,96.9
Whanganui,2013,Female,Breast,40,79.3
All New Zealand,2013,Female,Colorectal,1420,36.8
Auckland,2013,Female,Colorectal,106,33.4
Bay of Plenty,2013,Female,Colorectal,74,31.8
Canterbury,2013,Female,Colorectal,177,38.9
Capital & Coast,2013,Female,Colorectal,66,28.4
Counties Manukau,2013,Female,Colorectal,101,29.7
Hawke's Bay,2013,Female,Colorectal,64,40.5
Hutt Valley,2013,Female,Colorectal,35,28.9
Lakes,2013,Female,Colorectal,30,35.8
MidCentral,2013,Female,Colorectal,53,30.4
Nelson Marlborough,2013,Female,Colorectal,55,34.6
Northland,2013,Female,Colorectal,52,32
South Canterbury,2013,Female,Colorectal,38,67.9
Southern,2013,Female,Colorectal,144,48.9
Tairawhiti,2013,Female,Colorectal,11,24.8
Taranaki,2013,Female,Colorectal,48,41.5
Waikato,2013,Female,Colorectal,119,34.7
Wairarapa,2013,Female,Colorectal,18,35.1
Waitemata,2013,Female,Colorectal,186,42.8
West Coast,2013,Female,Colorectal,14,44.2
Whanganui,2013,Female,Colorectal,26,37.3
All New Zealand,2013,Female,Leukaemia,265,8
Auckland,2013,Female,Leukaemia,18,6.5
Bay of Plenty,2013,Female,Leukaemia,17,8.4
Canterbury,2013,Female,Leukaemia,35,8.9
Capital & Coast,2013,Female,Leukaemia,18,9.3
Counties Manukau,2013,Female,Leukaemia,29,9.1
