DHB,year,sex,cancer,mortality_num,mortality_rate,group
Canterbury,2017,AllSex,Brain,36,4.3,AllSex
Capital & Coast,2017,AllSex,Brain,17,4.1,AllSex
Counties Manukau,2017,AllSex,Brain,18,2.9,AllSex
Hawke's Bay,2017,AllSex,Brain,10,3.8,AllSex
Hutt Valley,2017,AllSex,Brain,3,0.0,AllSex
Lakes,2017,AllSex,Brain,8,4.4,AllSex
MidCentral,2017,AllSex,Brain,12,4.8,AllSex
Nelson Marlborough,2017,AllSex,Brain,12,3.4,AllSex
Northland,2017,AllSex,Brain,9,3.0,AllSex
South Canterbury,2017,AllSex,Brain,6,4.6,AllSex
Southern,2017,AllSex,Brain,23,5.0,AllSex
Tairawhiti,2017,AllSex,Brain,2,0.0,AllSex
Taranaki,2017,AllSex,Brain,3,0.0,AllSex
Waikato,2017,AllSex,Brain,24,3.5,AllSex
Wairarapa,2017,AllSex,Brain,7,7.0,AllSex
Waitemata,2017,AllSex,Brain,35,4.0,AllSex
West Coast,2017,AllSex,Brain,1,0.0,AllSex
Whanganui,2017,AllSex,Brain,2,0.0,AllSex
All New Zealand,2017,AllSex,Colorectal,1212,14.1,AllSex
Auckland,2017,AllSex,Colorectal,81,11.6,AllSex
Bay of Plenty,2017,AllSex,Colorectal,78,15.7,AllSex
Canterbury,2017,AllSex,Colorectal,156,15.6,AllSex
Capital & Coast,2017,AllSex,Colorectal,66,13.9,AllSex
Counties Manukau,2017,AllSex,Colorectal,86,11.5,AllSex
Hawke's Bay,2017,AllSex,Colorectal,58,16.5,AllSex
Hutt Valley,2017,AllSex,Colorectal,29,9.6,AllSex
Lakes,2017,AllSex,Colorectal,22,10.9,AllSex
MidCentral,2017,AllSex,Colorectal,66,18.4,AllSex
Nelson Marlborough,2017,AllSex,Colorectal,51,13.1,AllSex
Northland,2017,AllSex,Colorectal,42,10.5,AllSex
South Canterbury,2017,AllSex,Colorectal,21,12.3,AllSex
Southern,2017,AllSex,Colorectal,119,19.5,AllSex
Tairawhiti,2017,AllSex,Colorectal,12,16.2,AllSex
Taranaki,2017,AllSex,Colorectal,47,19.2,AllSex
Waikato,2017,AllSex,Colorectal,105,14.3,AllSex
Wairarapa,2017,AllSex,Colorectal,15,12.4,AllSex
Waitemata,2017,AllSex,Colorectal,122,12.4,AllSex
West Coast,2017,AllSex,Colorectal,17,23.5,AllSex
Whanganui,2017,AllSex,Colorectal,19,10.7,AllSex
All New Zealand,2017,AllSex,Leukaemia,311,3.8,AllSex
Auckland,2017,AllSex,Leukaemia,27,4.1,AllSex
Bay of Plenty,2017,AllSex,Leukaemia,20,3.6,AllSex
Canterbury,2017,AllSex,Leukaemia,44,4.4,AllSex
Capital & Coast,2017,AllSex,Leukaemia,22,4.3,AllSex
Counties Manukau,2017,AllSex,Leukaemia,27,3.7,AllSex
Hawke's Bay,2017,AllSex,Leukaemia,9,2.9,AllSex
Hutt Valley,2017,AllSex,Leukaemia,5,0.0,AllSex
Lakes,2017,AllSex,Leukaemia,6,3.4,AllSex
MidCentral,2017,AllSex,Leukaemia,12,3.7,AllSex
Nelson Marlborough,2017,AllSex,Leukaemia,16,3.7,AllSex
Northland,2017,AllSex,Leukaemia,12,2.9,AllSex
South Canterbury,2017,AllSex,Leukaemia,7,4.8,AllSex
Southern,2017,AllSex,Leukaemia,19,3.2,AllSex
Tairawhiti,2017,AllSex,Leukaemia,9,12.7,AllSex
Taranaki,2017,AllSex,Leukaemia,6,1.8,AllSex
Waikato,2017,AllSex,Leukaemia,26,3.7,AllSex
Wairarapa,2017,AllSex,Leukaemia,4,0.0,AllSex
Waitemata,2017,AllSex,Leukaemia,35,4.1,AllSex
West Coast,2017,AllSex,Leukaemia,2,0.0,AllSex
Whanganui,2017,AllSex,Leukaemia,3,0.0,AllSex
All New Zealand,2017,AllSex,Lung,1776,21.7,AllSex
Auckland,2017,AllSex,Lung,136,20.7,AllSex
Bay of Plenty,2017,AllSex,Lung,108,22.5,AllSex
Canterbury,2017,AllSex,Lung,187,19.7,AllSex
Capital & Coast,2017,AllSex,Lung,70,15.0,AllSex
Counties Manukau,2017,AllSex,Lung,168,23.6,AllSex
Hawke's Bay,2017,AllSex,Lung,86,26.2,AllSex
Hutt Valley,2017,AllSex,Lung,52,21.6,AllSex
Lakes,2017,AllSex,Lung,59,29.2,AllSex
MidCentral,2017,AllSex,Lung,81,22.2,AllSex
Nelson Marlborough,2017,AllSex,Lung,70,20.3,AllSex
Northland,2017,AllSex,Lung,108,28.7,AllSex
South Canterbury,2017,AllSex,Lung,19,14.9,AllSex
Southern,2017,AllSex,Lung,124,19.6,AllSex
Tairawhiti,2017,AllSex,Lung,30,39.3,AllSex
Taranaki,2017,AllSex,Lung,52,20.9,AllSex
Waikato,2017,AllSex,Lung,186,26.4,AllSex
Wairarapa,2017,AllSex,Lung,14,15.3,AllSex
Waitemata,2017,AllSex,Lung,158,16.4,AllSex
West Coast,2017,AllSex,Lung,20,26.6,AllSex
Whanganui,2017,AllSex,Lung,48,37.3,AllSex
All New Zealand,2017,AllSex,Non-Hodgkin lymphoma,344,4.1,AllSex
Auckland,2017,AllSex,Non-Hodgkin lymphoma,27,4.0,AllSex
Bay of Plenty,2017,AllSex,Non-Hodgkin lymphoma,26,4.9,AllSex
Canterbury,2017,AllSex,Non-Hodgkin lymphoma,40,3.9,AllSex
Capital & Coast,2017,AllSex,Non-Hodgkin lymphoma,27,5.2,AllSex
Counties Manukau,2017,AllSex,Non-Hodgkin lymphoma,24,3.3,AllSex
Hawke's Bay,2017,AllSex,Non-Hodgkin lymphoma,9,2.6,AllSex
Hutt Valley,2017,AllSex,Non-Hodgkin lymphoma,14,5.8,AllSex
Lakes,2017,AllSex,Non-Hodgkin lymphoma,14,7.3,AllSex
MidCentral,2017,AllSex,Non-Hodgkin lymphoma,8,2.3,AllSex
Nelson Marlborough,2017,AllSex,Non-Hodgkin lymphoma,17,4.8,AllSex
Northland,2017,AllSex,Non-Hodgkin lymphoma,14,4.0,AllSex
South Canterbury,2017,AllSex,Non-Hodgkin lymphoma,6,4.9,AllSex
Southern,2017,AllSex,Non-Hodgkin lymphoma,28,4.0,AllSex
Tairawhiti,2017,AllSex,Non-Hodgkin lymphoma,4,0.0,AllSex
Taranaki,2017,AllSex,Non-Hodgkin lymphoma,9,4.1,AllSex
Waikato,2017,AllSex,Non-Hodgkin lymphoma,28,3.9,AllSex
Wairarapa,2017,AllSex,Non-Hodgkin lymphoma,3,0.0,AllSex
Waitemata,2017,AllSex,Non-Hodgkin lymphoma,32,3.4,AllSex
West Coast,2017,AllSex,Non-Hodgkin lymphoma,6,11.4,AllSex
Whanganui,2017,AllSex,Non-Hodgkin lymphoma,8,5.1,AllSex
All New Zealand,2017,AllSex,Pancreas,539,6.5,AllSex
Auckland,2017,AllSex,Pancreas,37,5.6,AllSex
Bay of Plenty,2017,AllSex,Pancreas,39,7.3,AllSex
Canterbury,2017,AllSex,Pancreas,63,6.9,AllSex
Capital & Coast,2017,AllSex,Pancreas,24,5.3,AllSex
Counties Manukau,2017,AllSex,Pancreas,45,6.3,AllSex
Hawke's Bay,2017,AllSex,Pancreas,25,7.4,AllSex
Hutt Valley,2017,AllSex,Pancreas,17,6.2,AllSex
Lakes,2017,AllSex,Pancreas,12,6.3,AllSex
MidCentral,2017,AllSex,Pancreas,30,8.2,AllSex
Nelson Marlborough,2017,AllSex,Pancreas,28,7.6,AllSex
Northland,2017,AllSex,Pancreas,21,5.8,AllSex
South Canterbury,2017,AllSex,Pancreas,9,6.0,AllSex
Southern,2017,AllSex,Pancreas,42,7.2,AllSex
Tairawhiti,2017,AllSex,Pancreas,6,7.5,AllSex
Taranaki,2017,AllSex,Pancreas,20,9.9,AllSex
Waikato,2017,AllSex,Pancreas,50,6.9,AllSex
Wairarapa,2017,AllSex,Pancreas,7,5.3,AllSex
Waitemata,2017,AllSex,Pancreas,50,5.2,AllSex
West Coast,2017,AllSex,Pancreas,6,7.8,AllSex
Whanganui,2017,AllSex,Pancreas,8,6.1,AllSex
All New Zealand,2018,AllSex,Brain,312,4.4,AllSex
Auckland,2018,AllSex,Brain,23,3.7,AllSex
Bay of Plenty,2018,AllSex,Brain,22,5.3,AllSex
Canterbury,2018,AllSex,Brain,36,4.8,AllSex
Capital & Coast,2018,AllSex,Brain,22,5.0,AllSex
Counties Manukau,2018,AllSex,Brain,24,3.6,AllSex
Hawke's Bay,2018,AllSex,Brain,16,5.4,AllSex
Hutt Valley,2018,AllSex,Brain,8,3.5,AllSex
Lakes,2018,AllSex,Brain,4,0.0,AllSex
MidCentral,2018,AllSex,Brain,16,5.5,AllSex
Nelson Marlborough,2018,AllSex,Brain,11,3.1,AllSex
Northland,2018,AllSex,Brain,18,5.9,AllSex
South Canterbury,2018,AllSex,Brain,5,0.0,AllSex
Southern,2018,AllSex,Brain,23,5.3,AllSex
Tairawhiti,2018,AllSex,Brain,4,0.0,AllSex
Taranaki,2018,AllSex,Brain,3,0.0,AllSex
Waikato,2018,AllSex,Brain,24,3.7,AllSex
Wairarapa,2018,AllSex,Brain,3,0.0,AllSex
Waitemata,2018,AllSex,Brain,33,3.9,AllSex
West Coast,2018,AllSex,Brain,7,11.8,AllSex
Whanganui,2018,AllSex,Brain,10,9.0,AllSex
All New Zealand,2018,AllSex,Colorectal,1218,13.9,AllSex
Auckland,2018,AllSex,Colorectal,79,10.9,AllSex
Bay of Plenty,2018,AllSex,Colorectal,67,12.1,AllSex
Canterbury,2018,AllSex,Colorectal,157,15.0,AllSex
Capital & Coast,2018,AllSex,Colorectal,68,13.6,AllSex
Counties Manukau,2018,AllSex,Colorectal,110,14.5,AllSex
Hawke's Bay,2018,AllSex,Colorectal,56,16.1,AllSex
Hutt Valley,2018,AllSex,Colorectal,38,14.3,AllSex
Lakes,2018,AllSex,Colorectal,31,15.3,AllSex
MidCentral,2018,AllSex,Colorectal,69,19.9,AllSex
Nelson Marlborough,2018,AllSex,Colorectal,43,11.8,AllSex
Northland,2018,AllSex,Colorectal,43,10.1,AllSex
South Canterbury,2018,AllSex,Colorectal,26,17.9,AllSex
Southern,2018,AllSex,Colorectal,100,14.5,AllSex
Tairawhiti,2018,AllSex,Colorectal,7,7.6,AllSex
Taranaki,2018,AllSex,Colorectal,35,14.0,AllSex
Waikato,2018,AllSex,Colorectal,124,16.6,AllSex
Wairarapa,2018,AllSex,Colorectal,21,22.6,AllSex
Waitemata,2018,AllSex,Colorectal,102,10.0,AllSex
West Coast,2018,AllSex,Colorectal,16,23.6,AllSex
Whanganui,2018,AllSex,Colorectal,26,20.9,AllSex
All New Zealand,2018,AllSex,Leukaemia,357,4.2,AllSex
Auckland,2018,AllSex,Leukaemia,27,3.8,AllSex
Bay of Plenty,2018,AllSex,Leukaemia,24,5.1,AllSex
Canterbury,2018,AllSex,Leukaemia,49,4.8,AllSex
Capital & Coast,2018,AllSex,Leukaemia,19,3.4,AllSex
Counties Manukau,2018,AllSex,Leukaemia,25,3.4,AllSex
Hawke's Bay,2018,AllSex,Leukaemia,18,5.5,AllSex
Hutt Valley,2018,AllSex,Leukaemia,7,2.5,AllSex
Lakes,2018,AllSex,Leukaemia,7,3.2,AllSex
MidCentral,2018,AllSex,Leukaemia,15,5.3,AllSex
Nelson Marlborough,2018,AllSex,Leukaemia,16,4.1,AllSex
Northland,2018,AllSex,Leukaemia,15,4.3,AllSex
South Canterbury,2018,AllSex,Leukaemia,9,5.3,AllSex
Southern,2018,AllSex,Leukaemia,22,3.5,AllSex
Taranaki,2018,AllSex,Leukaemia,6,2.4,AllSex
Waikato,2018,AllSex,Leukaemia,35,4.5,AllSex
Wairarapa,2018,AllSex,Leukaemia,4,0.0,AllSex
Waitemata,2018,AllSex,Leukaemia,48,4.9,AllSex
West Coast,2018,AllSex,Leukaemia,4,0.0,AllSex
Whanganui,2018,AllSex,Leukaemia,7,5.3,AllSex
All New Zealand,2018,AllSex,Lung,1786,21.0,AllSex
Auckland,2018,AllSex,Lung,99,14.5,AllSex
Bay of Plenty,2018,AllSex,Lung,116,21.7,AllSex
Canterbury,2018,AllSex,Lung,185,18.5,AllSex
Capital & Coast,2018,AllSex,Lung,75,14.7,AllSex
Counties Manukau,2018,AllSex,Lung,182,24.6,AllSex
Hawke's Bay,2018,AllSex,Lung,79,23.0,AllSex
Hutt Valley,2018,AllSex,Lung,55,21.9,AllSex
Lakes,2018,AllSex,Lung,42,20.3,AllSex
MidCentral,2018,AllSex,Lung,99,29.3,AllSex
Nelson Marlborough,2018,AllSex,Lung,68,19.4,AllSex
Northland,2018,AllSex,Lung,112,28.7,AllSex
South Canterbury,2018,AllSex,Lung,26,17.6,AllSex
Southern,2018,AllSex,Lung,116,18.0,AllSex
Tairawhiti,2018,AllSex,Lung,23,28.1,AllSex
Taranaki,2018,AllSex,Lung,61,26.3,AllSex
Waikato,2018,AllSex,Lung,191,25.3,AllSex
Wairarapa,2018,AllSex,Lung,31,28.3,AllSex
Waitemata,2018,AllSex,Lung,171,17.2,AllSex
West Coast,2018,AllSex,Lung,13,20.4,AllSex
Whanganui,2018,AllSex,Lung,42,28.6,AllSex
All New Zealand,2018,AllSex,Non-Hodgkin lymphoma,337,3.9,AllSex
Auckland,2018,AllSex,Non-Hodgkin lymphoma,16,2.4,AllSex
Bay of Plenty,2018,AllSex,Non-Hodgkin lymphoma,14,2.5,AllSex
Canterbury,2018,AllSex,Non-Hodgkin lymphoma,42,4.3,AllSex
Capital & Coast,2018,AllSex,Non-Hodgkin lymphoma,26,5.4,AllSex
Counties Manukau,2018,AllSex,Non-Hodgkin lymphoma,35,4.5,AllSex
Hawke's Bay,2018,AllSex,Non-Hodgkin lymphoma,12,3.4,AllSex
Hutt Valley,2018,AllSex,Non-Hodgkin lymphoma,14,5.0,AllSex
Lakes,2018,AllSex,Non-Hodgkin lymphoma,8,4.3,AllSex
MidCentral,2018,AllSex,Non-Hodgkin lymphoma,7,2.3,AllSex
Nelson Marlborough,2018,AllSex,Non-Hodgkin lymphoma,20,5.1,AllSex
Northland,2018,AllSex,Non-Hodgkin lymphoma,16,4.0,AllSex
South Canterbury,2018,AllSex,Non-Hodgkin lymphoma,8,4.7,AllSex
Southern,2018,AllSex,Non-Hodgkin lymphoma,27,4.5,AllSex
Tairawhiti,2018,AllSex,Non-Hodgkin lymphoma,1,0.0,AllSex
Taranaki,2018,AllSex,Non-Hodgkin lymphoma,11,4.4,AllSex
Waikato,2018,AllSex,Non-Hodgkin lymphoma,34,4.2,AllSex
Wairarapa,2018,AllSex,Non-Hodgkin lymphoma,7,8.0,AllSex
Waitemata,2018,AllSex,Non-Hodgkin lymphoma,25,2.2,AllSex
West Coast,2018,AllSex,Non-Hodgkin lymphoma,3,0.0,AllSex
Whanganui,2018,AllSex,Non-Hodgkin lymphoma,11,8.9,AllSex
All New Zealand,2018,AllSex,Pancreas,536,6.3,AllSex
Auckland,2018,AllSex,Pancreas,48,6.9,AllSex
Bay of Plenty,2018,AllSex,Pancreas,28,5.4,AllSex
Canterbury,2018,AllSex,Pancreas,56,5.7,AllSex
Capital & Coast,2018,AllSex,Pancreas,24,4.5,AllSex
Counties Manukau,2018,AllSex,Pancreas,41,5.6,AllSex
Hawke's Bay,2018,AllSex,Pancreas,20,5.7,AllSex
Hutt Valley,2018,AllSex,Pancreas,25,9.7,AllSex
Lakes,2018,AllSex,Pancreas,12,5.7,AllSex
MidCentral,2018,AllSex,Pancreas,20,5.9,AllSex
Nelson Marlborough,2018,AllSex,Pancreas,15,4.4,AllSex
Northland,2018,AllSex,Pancreas,33,8.9,AllSex
South Canterbury,2018,AllSex,Pancreas,7,4.9,AllSex
Southern,2018,AllSex,Pancreas,41,6.1,AllSex
Tairawhiti,2018,AllSex,Pancreas,6,6.7,AllSex
Taranaki,2018,AllSex,Pancreas,18,7.6,AllSex
Waikato,2018,AllSex,Pancreas,58,7.4,AllSex
Wairarapa,2018,AllSex,Pancreas,2,0.0,AllSex
Waitemata,2018,AllSex,Pancreas,69,7.5,AllSex
West Coast,2018,AllSex,Pancreas,5,0.0,AllSex
Whanganui,2018,AllSex,Pancreas,8,5.7,AllSex
All New Zealand,2019,AllSex,Brain,271,3.8,AllSex
Auckland,2019,AllSex,Brain,14,2.2,AllSex
Bay of Plenty,2019,AllSex,Brain,16,3.8,AllSex
Canterbury,2019,AllSex,Brain,36,4.2,AllSex
Capital & Coast,2019,AllSex,Brain,9,2.1,AllSex
Counties Manukau,2019,AllSex,Brain,27,4.0,AllSex
Hawke's Bay,2019,AllSex,Brain,13,4.6,AllSex
Hutt Valley,2019,AllSex,Brain,8,3.9,AllSex
Lakes,2019,AllSex,Brain,3,0.0,AllSex
MidCentral,2019,AllSex,Brain,11,4.8,AllSex
Nelson Marlborough,2019,AllSex,Brain,10,3.4,AllSex
Northland,2019,AllSex,Brain,14,4.2,AllSex
South Canterbury,2019,AllSex,Brain,6,4.1,AllSex
Southern,2019,AllSex,Brain,23,4.3,AllSex
Tairawhiti,2019,AllSex,Brain,3,0.0,AllSex
Taranaki,2019,AllSex,Brain,8,5.0,AllSex
Waikato,2019,AllSex,Brain,27,4.7,AllSex
Wairarapa,2019,AllSex,Brain,7,6.3,AllSex
Waitemata,2019,AllSex,Brain,32,3.5,AllSex
Whanganui,2019,AllSex,Brain,4,0.0,AllSex
All New Zealand,2019,AllSex,Colorectal,1211,13.3,AllSex
Auckland,2019,AllSex,Colorectal,68,9.0,AllSex
Bay of Plenty,2019,AllSex,Colorectal,72,11.9,AllSex
Canterbury,2019,AllSex,Colorectal,145,13.4,AllSex
Capital & Coast,2019,AllSex,Colorectal,76,14.2,AllSex
Counties Manukau,2019,AllSex,Colorectal,101,13.1,AllSex
Hawke's Bay,2019,AllSex,Colorectal,51,13.4,AllSex
Hutt Valley,2019,AllSex,Colorectal,30,11.3,AllSex
Lakes,2019,AllSex,Colorectal,33,15.4,AllSex
MidCentral,2019,AllSex,Colorectal,65,16.8,AllSex
Nelson Marlborough,2019,AllSex,Colorectal,51,13.0,AllSex
Northland,2019,AllSex,Colorectal,66,16.6,AllSex
South Canterbury,2019,AllSex,Colorectal,25,17.6,AllSex
Southern,2019,AllSex,Colorectal,102,16.0,AllSex
Tairawhiti,2019,AllSex,Colorectal,16,17.8,AllSex
Taranaki,2019,AllSex,Colorectal,42,16.3,AllSex
Waikato,2019,AllSex,Colorectal,112,13.9,AllSex
Wairarapa,2019,AllSex,Colorectal,22,18.4,AllSex
Waitemata,2019,AllSex,Colorectal,96,9.0,AllSex
West Coast,2019,AllSex,Colorectal,13,18.3,AllSex
Whanganui,2019,AllSex,Colorectal,25,17.5,AllSex
All New Zealand,2019,AllSex,Leukaemia,337,3.9,AllSex
Auckland,2019,AllSex,Leukaemia,21,3.1,AllSex
Bay of Plenty,2019,AllSex,Leukaemia,25,4.3,AllSex
Canterbury,2019,AllSex,Leukaemia,37,3.7,AllSex
Capital & Coast,2019,AllSex,Leukaemia,21,4.5,AllSex
Counties Manukau,2019,AllSex,Leukaemia,19,2.5,AllSex
Hawke's Bay,2019,AllSex,Leukaemia,17,5.3,AllSex
Hutt Valley,2019,AllSex,Leukaemia,12,4.3,AllSex
Lakes,2019,AllSex,Leukaemia,14,6.0,AllSex
MidCentral,2019,AllSex,Leukaemia,16,4.0,AllSex
Nelson Marlborough,2019,AllSex,Leukaemia,10,2.9,AllSex
Northland,2019,AllSex,Leukaemia,21,5.3,AllSex
South Canterbury,2019,AllSex,Leukaemia,3,0.0,AllSex
Southern,2019,AllSex,Leukaemia,28,4.2,AllSex
Tairawhiti,2019,AllSex,Leukaemia,1,0.0,AllSex
Taranaki,2019,AllSex,Leukaemia,8,3.1,AllSex
Waikato,2019,AllSex,Leukaemia,34,4.3,AllSex
Wairarapa,2019,AllSex,Leukaemia,1,0.0,AllSex
Waitemata,2019,AllSex,Leukaemia,45,4.6,AllSex
West Coast,2019,AllSex,Leukaemia,3,0.0,AllSex
Whanganui,2019,AllSex,Leukaemia,1,0.0,AllSex
All New Zealand,2019,AllSex,Lung,1822,20.8,AllSex
Auckland,2019,AllSex,Lung,100,14.6,AllSex
Bay of Plenty,2019,AllSex,Lung,140,25.4,AllSex
Canterbury,2019,AllSex,Lung,184,17.9,AllSex
Capital & Coast,2019,AllSex,Lung,90,18.1,AllSex
Counties Manukau,2019,AllSex,Lung,187,24.3,AllSex
Hawke's Bay,2019,AllSex,Lung,91,25.9,AllSex
Hutt Valley,2019,AllSex,Lung,52,20.5,AllSex
Lakes,2019,AllSex,Lung,54,25.8,AllSex
MidCentral,2019,AllSex,Lung,90,26.2,AllSex
Nelson Marlborough,2019,AllSex,Lung,55,14.5,AllSex
Northland,2019,AllSex,Lung,104,25.5,AllSex
South Canterbury,2019,AllSex,Lung,35,24.6,AllSex
Southern,2019,AllSex,Lung,117,17.9,AllSex
Tairawhiti,2019,AllSex,Lung,27,32.3,AllSex
Taranaki,2019,AllSex,Lung,56,21.2,AllSex
Waikato,2019,AllSex,Lung,196,25.2,AllSex
Wairarapa,2019,AllSex,Lung,24,21.3,AllSex
Waitemata,2019,AllSex,Lung,161,16.0,AllSex
West Coast,2019,AllSex,Lung,24,31.3,AllSex
Whanganui,2019,AllSex,Lung,35,22.8,AllSex
All New Zealand,2019,AllSex,Non-Hodgkin lymphoma,324,3.6,AllSex
Auckland,2019,AllSex,Non-Hodgkin lymphoma,31,4.1,AllSex
Bay of Plenty,2019,AllSex,Non-Hodgkin lymphoma,16,2.6,AllSex
Canterbury,2019,AllSex,Non-Hodgkin lymphoma,41,4.1,AllSex
Capital & Coast,2019,AllSex,Non-Hodgkin lymphoma,19,3.5,AllSex
Counties Manukau,2019,AllSex,Non-Hodgkin lymphoma,30,3.8,AllSex
Hawke's Bay,2019,AllSex,Non-Hodgkin lymphoma,11,2.8,AllSex
Hutt Valley,2019,AllSex,Non-Hodgkin lymphoma,9,3.9,AllSex
Lakes,2019,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
MidCentral,2019,AllSex,Non-Hodgkin lymphoma,17,4.9,AllSex
Nelson Marlborough,2019,AllSex,Non-Hodgkin lymphoma,13,3.1,AllSex
Northland,2019,AllSex,Non-Hodgkin lymphoma,14,3.2,AllSex
South Canterbury,2019,AllSex,Non-Hodgkin lymphoma,6,3.2,AllSex
Southern,2019,AllSex,Non-Hodgkin lymphoma,29,4.4,AllSex
Tairawhiti,2019,AllSex,Non-Hodgkin lymphoma,1,0.0,AllSex
Taranaki,2019,AllSex,Non-Hodgkin lymphoma,6,2.4,AllSex
Waikato,2019,AllSex,Non-Hodgkin lymphoma,23,2.8,AllSex
Wairarapa,2019,AllSex,Non-Hodgkin lymphoma,5,0.0,AllSex
Waitemata,2019,AllSex,Non-Hodgkin lymphoma,34,3.3,AllSex
West Coast,2019,AllSex,Non-Hodgkin lymphoma,7,8.2,AllSex
Whanganui,2019,AllSex,Non-Hodgkin lymphoma,7,4.8,AllSex
All New Zealand,2019,AllSex,Pancreas,580,6.5,AllSex
Auckland,2019,AllSex,Pancreas,33,4.5,AllSex
Bay of Plenty,2019,AllSex,Pancreas,27,4.7,AllSex
Canterbury,2019,AllSex,Pancreas,74,7.2,AllSex
Capital & Coast,2019,AllSex,Pancreas,36,7.4,AllSex
Counties Manukau,2019,AllSex,Pancreas,51,6.7,AllSex
Hawke's Bay,2019,AllSex,Pancreas,29,7.1,AllSex
Hutt Valley,2019,AllSex,Pancreas,22,7.8,AllSex
Lakes,2019,AllSex,Pancreas,19,8.9,AllSex
MidCentral,2019,AllSex,Pancreas,25,6.9,AllSex
Nelson Marlborough,2019,AllSex,Pancreas,24,7.0,AllSex
Northland,2019,AllSex,Pancreas,31,7.5,AllSex
South Canterbury,2019,AllSex,Pancreas,12,7.9,AllSex
Southern,2019,AllSex,Pancreas,39,6.5,AllSex
Tairawhiti,2019,AllSex,Pancreas,7,7.6,AllSex
Taranaki,2019,AllSex,Pancreas,15,5.5,AllSex
Waikato,2019,AllSex,Pancreas,56,6.5,AllSex
Wairarapa,2019,AllSex,Pancreas,6,4.9,AllSex
Waitemata,2019,AllSex,Pancreas,55,5.4,AllSex
West Coast,2019,AllSex,Pancreas,10,12.2,AllSex
Whanganui,2019,AllSex,Pancreas,9,6.6,AllSex
All New Zealand,2020,AllSex,Brain,270,3.5,AllSex
Auckland,2020,AllSex,Brain,17,2.4,AllSex
Bay of Plenty,2020,AllSex,Brain,16,2.9,AllSex
Canterbury,2020,AllSex,Brain,31,3.6,AllSex
Capital & Coast,2020,AllSex,Brain,17,4.0,AllSex
Counties Manukau,2020,AllSex,Brain,23,2.9,AllSex
Hawke's Bay,2020,AllSex,Brain,17,5.9,AllSex
Hutt Valley,2020,AllSex,Brain,9,4.9,AllSex
Lakes,2020,AllSex,Brain,12,7.3,AllSex
MidCentral,2020,AllSex,Brain,16,5.9,AllSex
Nelson Marlborough,2020,AllSex,Brain,21,8.6,AllSex
Northland,2020,AllSex,Brain,7,1.6,AllSex
South Canterbury,2020,AllSex,Brain,1,0.0,AllSex
Southern,2020,AllSex,Brain,25,4.1,AllSex
Tairawhiti,2020,AllSex,Brain,1,0.0,AllSex
Taranaki,2020,AllSex,Brain,9,3.7,AllSex
Waikato,2020,AllSex,Brain,21,3.0,AllSex
Wairarapa,2020,AllSex,Brain,1,0.0,AllSex
Waitemata,2020,AllSex,Brain,21,2.4,AllSex
West Coast,2020,AllSex,Brain,1,0.0,AllSex
Whanganui,2020,AllSex,Brain,4,0.0,AllSex
All New Zealand,2020,AllSex,Colorectal,1263,13.6,AllSex
Auckland,2020,AllSex,Colorectal,59,7.7,AllSex
Bay of Plenty,2020,AllSex,Colorectal,60,11.1,AllSex
Canterbury,2020,AllSex,Colorectal,164,15.7,AllSex
Capital & Coast,2020,AllSex,Colorectal,68,13.6,AllSex
Counties Manukau,2020,AllSex,Colorectal,96,11.7,AllSex
Hawke's Bay,2020,AllSex,Colorectal,59,14.5,AllSex
Hutt Valley,2020,AllSex,Colorectal,26,9.8,AllSex
Lakes,2020,AllSex,Colorectal,30,14.6,AllSex
MidCentral,2020,AllSex,Colorectal,70,17.2,AllSex
Nelson Marlborough,2020,AllSex,Colorectal,61,16.7,AllSex
Northland,2020,AllSex,Colorectal,73,17.0,AllSex
South Canterbury,2020,AllSex,Colorectal,31,21.9,AllSex
Southern,2020,AllSex,Colorectal,127,18.0,AllSex
Tairawhiti,2020,AllSex,Colorectal,9,10.1,AllSex
Taranaki,2020,AllSex,Colorectal,37,13.5,AllSex
Waikato,2020,AllSex,Colorectal,154,18.2,AllSex
Wairarapa,2020,AllSex,Colorectal,20,14.7,AllSex
Waitemata,2020,AllSex,Colorectal,89,8.4,AllSex
West Coast,2020,AllSex,Colorectal,9,13.4,AllSex
Whanganui,2020,AllSex,Colorectal,21,11.8,AllSex
All New Zealand,2020,AllSex,Leukaemia,338,3.7,AllSex
Auckland,2020,AllSex,Leukaemia,23,3.4,AllSex
Bay of Plenty,2020,AllSex,Leukaemia,22,3.3,AllSex
Canterbury,2020,AllSex,Leukaemia,49,4.7,AllSex
Capital & Coast,2020,AllSex,Leukaemia,13,2.7,AllSex
Counties Manukau,2020,AllSex,Leukaemia,35,4.3,AllSex
Hawke's Bay,2020,AllSex,Leukaemia,11,2.8,AllSex
Hutt Valley,2020,AllSex,Leukaemia,10,4.8,AllSex
Lakes,2020,AllSex,Leukaemia,14,6.6,AllSex
MidCentral,2020,AllSex,Leukaemia,14,3.1,AllSex
Nelson Marlborough,2020,AllSex,Leukaemia,11,2.4,AllSex
Northland,2020,AllSex,Leukaemia,18,3.8,AllSex
South Canterbury,2020,AllSex,Leukaemia,5,0.0,AllSex
Southern,2020,AllSex,Leukaemia,22,3.6,AllSex
Taranaki,2020,AllSex,Leukaemia,17,5.7,AllSex
