DHB,year,sex,cancer,mortality_num,mortality_rate
Lakes,2011,Female,Brain,6,8.8
MidCentral,2011,Female,Brain,4,0.0
Nelson Marlborough,2011,Female,Brain,7,5.3
Northland,2011,Female,Brain,7,6.2
Southern,2011,Female,Brain,7,3.2
Tairawhiti,2011,Female,Brain,1,0.0
Taranaki,2011,Female,Brain,2,0.0
Waikato,2011,Female,Brain,8,3.3
Wairarapa,2011,Female,Brain,1,0.0
Waitemata,2011,Female,Brain,11,3.1
West Coast,2011,Female,Brain,1,0.0
Whanganui,2011,Female,Brain,1,0.0
All New Zealand,2011,Female,Breast,634,18.3
Auckland,2011,Female,Breast,45,15.4
Bay of Plenty,2011,Female,Breast,41,19.5
Canterbury,2011,Female,Breast,70,18.4
Capital & Coast,2011,Female,Breast,34,16.3
Counties Manukau,2011,Female,Breast,70,22.4
Hawke's Bay,2011,Female,Breast,32,20.3
Hutt Valley,2011,Female,Breast,21,17.1
Lakes,2011,Female,Breast,14,15.2
MidCentral,2011,Female,Breast,22,13.9
Nelson Marlborough,2011,Female,Breast,25,17.1
Northland,2011,Female,Breast,22,16.1
South Canterbury,2011,Female,Breast,8,14.6
Southern,2011,Female,Breast,49,18.9
Tairawhiti,2011,Female,Breast,3,0.0
Taranaki,2011,Female,Breast,17,14.7
Waikato,2011,Female,Breast,46,16.0
Wairarapa,2011,Female,Breast,9,24.7
Waitemata,2011,Female,Breast,90,22.7
West Coast,2011,Female,Breast,2,0.0
Whanganui,2011,Female,Breast,14,25.2
All New Zealand,2011,Female,Colorectal,580,14.1
Auckland,2011,Female,Colorectal,40,12.2
Bay of Plenty,2011,Female,Colorectal,32,12.9
Canterbury,2011,Female,Colorectal,69,12.3
Capital & Coast,2011,Female,Colorectal,30,11.6
Counties Manukau,2011,Female,Colorectal,33,9.8
Hawke's Bay,2011,Female,Colorectal,25,16.1
Hutt Valley,2011,Female,Colorectal,17,14.1
Lakes,2011,Female,Colorectal,15,17.6
MidCentral,2011,Female,Colorectal,22,13.1
Nelson Marlborough,2011,Female,Colorectal,27,15.9
Northland,2011,Female,Colorectal,24,14.7
South Canterbury,2011,Female,Colorectal,15,18.9
Southern,2011,Female,Colorectal,79,25.4
Tairawhiti,2011,Female,Colorectal,4,0.0
Taranaki,2011,Female,Colorectal,20,18.9
Waikato,2011,Female,Colorectal,41,12.2
Wairarapa,2011,Female,Colorectal,7,11.6
Waitemata,2011,Female,Colorectal,59,12.2
West Coast,2011,Female,Colorectal,7,18.1
Whanganui,2011,Female,Colorectal,14,18.1
All New Zealand,2011,Female,Leukaemia,127,3.4
Auckland,2011,Female,Leukaemia,12,3.5
Bay of Plenty,2011,Female,Leukaemia,7,2.8
Canterbury,2011,Female,Leukaemia,18,3.7
Capital & Coast,2011,Female,Leukaemia,5,0.0
Counties Manukau,2011,Female,Leukaemia,14,4.2
Hawke's Bay,2011,Female,Leukaemia,3,0.0
Hutt Valley,2011,Female,Leukaemia,3,0.0
Lakes,2011,Female,Leukaemia,3,0.0
MidCentral,2011,Female,Leukaemia,1,0.0
Nelson Marlborough,2011,Female,Leukaemia,6,3.5
Northland,2011,Female,Leukaemia,10,5.8
South Canterbury,2011,Female,Leukaemia,1,0.0
Southern,2011,Female,Leukaemia,7,2.5
Tairawhiti,2011,Female,Leukaemia,1,0.0
Taranaki,2011,Female,Leukaemia,4,0.0
Waikato,2011,Female,Leukaemia,17,5.3
Wairarapa,2011,Female,Leukaemia,1,0.0
Waitemata,2011,Female,Leukaemia,12,3.1
West Coast,2011,Female,Leukaemia,1,0.0
Whanganui,2011,Female,Leukaemia,1,0.0
All New Zealand,2011,Female,Lung,772,21.3
Auckland,2011,Female,Lung,69,22.2
Bay of Plenty,2011,Female,Lung,53,24.5
Canterbury,2011,Female,Lung,64,14.7
Capital & Coast,2011,Female,Lung,38,17.6
Counties Manukau,2011,Female,Lung,62,20.0
Hawke's Bay,2011,Female,Lung,38,26.5
Hutt Valley,2011,Female,Lung,43,39.2
Lakes,2011,Female,Lung,25,30.1
MidCentral,2011,Female,Lung,41,25.0
Nelson Marlborough,2011,Female,Lung,22,15.1
Northland,2011,Female,Lung,32,21.6
South Canterbury,2011,Female,Lung,18,27.7
Southern,2011,Female,Lung,48,17.9
Tairawhiti,2011,Female,Lung,10,24.6
Taranaki,2011,Female,Lung,27,28.8
Waikato,2011,Female,Lung,64,20.9
Wairarapa,2011,Female,Lung,7,15.7
Waitemata,2011,Female,Lung,81,18.6
West Coast,2011,Female,Lung,14,49.6
Whanganui,2011,Female,Lung,16,26.5
All New Zealand,2011,Female,Non-Hodgkin lymphoma,132,3.3
Auckland,2011,Female,Non-Hodgkin lymphoma,16,4.5
Bay of Plenty,2011,Female,Non-Hodgkin lymphoma,2,0.0
Canterbury,2011,Female,Non-Hodgkin lymphoma,24,5.3
Capital & Coast,2011,Female,Non-Hodgkin lymphoma,7,3.2
Counties Manukau,2011,Female,Non-Hodgkin lymphoma,12,3.8
Hawke's Bay,2011,Female,Non-Hodgkin lymphoma,7,4.5
Hutt Valley,2011,Female,Non-Hodgkin lymphoma,5,0.0
Lakes,2011,Female,Non-Hodgkin lymphoma,3,0.0
MidCentral,2011,Female,Non-Hodgkin lymphoma,4,0.0
Nelson Marlborough,2011,Female,Non-Hodgkin lymphoma,3,0.0
Northland,2011,Female,Non-Hodgkin lymphoma,3,0.0
South Canterbury,2011,Female,Non-Hodgkin lymphoma,2,0.0
Southern,2011,Female,Non-Hodgkin lymphoma,9,2.6
Tairawhiti,2011,Female,Non-Hodgkin lymphoma,1,0.0
Taranaki,2011,Female,Non-Hodgkin lymphoma,5,0.0
Waikato,2011,Female,Non-Hodgkin lymphoma,12,3.7
Wairarapa,2011,Female,Non-Hodgkin lymphoma,2,0.0
Waitemata,2011,Female,Non-Hodgkin lymphoma,10,2.4
West Coast,2011,Female,Non-Hodgkin lymphoma,1,0.0
Whanganui,2011,Female,Non-Hodgkin lymphoma,4,0.0
All New Zealand,2011,Female,Ovarian,199,5.5
Auckland,2011,Female,Ovarian,17,5.2
Bay of Plenty,2011,Female,Ovarian,9,4.4
Canterbury,2011,Female,Ovarian,33,7.9
Capital & Coast,2011,Female,Ovarian,11,4.8
Counties Manukau,2011,Female,Ovarian,14,4.7
Hawke's Bay,2011,Female,Ovarian,11,8.0
Hutt Valley,2011,Female,Ovarian,8,7.2
Lakes,2011,Female,Ovarian,3,0.0
MidCentral,2011,Female,Ovarian,11,8.1
Nelson Marlborough,2011,Female,Ovarian,4,0.0
Northland,2011,Female,Ovarian,9,6.1
South Canterbury,2011,Female,Ovarian,1,0.0
Southern,2011,Female,Ovarian,15,5.3
Tairawhiti,2011,Female,Ovarian,2,0.0
Taranaki,2011,Female,Ovarian,7,7.5
Waikato,2011,Female,Ovarian,19,5.9
Wairarapa,2011,Female,Ovarian,1,0.0
Waitemata,2011,Female,Ovarian,20,4.5
West Coast,2011,Female,Ovarian,3,0.0
Whanganui,2011,Female,Ovarian,1,0.0
All New Zealand,2011,Female,Pancreas,210,5.5
Auckland,2011,Female,Pancreas,17,5.3
Bay of Plenty,2011,Female,Pancreas,11,4.7
Canterbury,2011,Female,Pancreas,32,6.7
Capital & Coast,2011,Female,Pancreas,10,4.2
Counties Manukau,2011,Female,Pancreas,17,5.4
Hawke's Bay,2011,Female,Pancreas,9,6.0
Hutt Valley,2011,Female,Pancreas,5,0.0
Lakes,2011,Female,Pancreas,5,0.0
MidCentral,2011,Female,Pancreas,9,5.8
Nelson Marlborough,2011,Female,Pancreas,6,3.2
Northland,2011,Female,Pancreas,11,8.1
South Canterbury,2011,Female,Pancreas,4,0.0
Southern,2011,Female,Pancreas,16,6.2
Tairawhiti,2011,Female,Pancreas,2,0.0
Taranaki,2011,Female,Pancreas,8,7.2
Waikato,2011,Female,Pancreas,19,5.6
Wairarapa,2011,Female,Pancreas,3,0.0
Waitemata,2011,Female,Pancreas,22,4.9
West Coast,2011,Female,Pancreas,1,0.0
Whanganui,2011,Female,Pancreas,3,0.0
All New Zealand,2011,Female,Unspecified site,210,5.0
Auckland,2011,Female,Unspecified site,13,3.9
Bay of Plenty,2011,Female,Unspecified site,15,5.7
Canterbury,2011,Female,Unspecified site,19,3.0
Capital & Coast,2011,Female,Unspecified site,11,4.8
Counties Manukau,2011,Female,Unspecified site,18,5.1
Hawke's Bay,2011,Female,Unspecified site,8,4.5
Hutt Valley,2011,Female,Unspecified site,7,4.9
Lakes,2011,Female,Unspecified site,7,6.6
MidCentral,2011,Female,Unspecified site,13,8.5
Nelson Marlborough,2011,Female,Unspecified site,7,4.2
Northland,2011,Female,Unspecified site,14,8.5
South Canterbury,2011,Female,Unspecified site,4,0.0
Southern,2011,Female,Unspecified site,18,4.9
Tairawhiti,2011,Female,Unspecified site,3,0.0
Taranaki,2011,Female,Unspecified site,8,5.8
Waikato,2011,Female,Unspecified site,18,4.8
Wairarapa,2011,Female,Unspecified site,3,0.0
Waitemata,2011,Female,Unspecified site,16,3.8
West Coast,2011,Female,Unspecified site,2,0.0
Whanganui,2011,Female,Unspecified site,6,8.9
All New Zealand,2011,Female,Uterine,107,3.0
Auckland,2011,Female,Uterine,15,5.4
Bay of Plenty,2011,Female,Uterine,5,0.0
Canterbury,2011,Female,Uterine,8,1.9
Capital & Coast,2011,Female,Uterine,4,0.0
Counties Manukau,2011,Female,Uterine,16,5.1
Hawke's Bay,2011,Female,Uterine,5,0.0
Hutt Valley,2011,Female,Uterine,4,0.0
Lakes,2011,Female,Uterine,3,0.0
MidCentral,2011,Female,Uterine,6,3.8
Nelson Marlborough,2011,Female,Uterine,2,0.0
Northland,2011,Female,Uterine,3,0.0
South Canterbury,2011,Female,Uterine,3,0.0
Southern,2011,Female,Uterine,2,0.0
Tairawhiti,2011,Female,Uterine,1,0.0
Taranaki,2011,Female,Uterine,3,0.0
Waikato,2011,Female,Uterine,9,2.8
Waitemata,2011,Female,Uterine,15,3.8
Whanganui,2011,Female,Uterine,3,0.0
All New Zealand,2012,Female,Brain,95,2.8
Auckland,2012,Female,Brain,11,3.7
Bay of Plenty,2012,Female,Brain,2,0.0
Canterbury,2012,Female,Brain,18,4.5
Capital & Coast,2012,Female,Brain,14,6.8
Counties Manukau,2012,Female,Brain,3,0.0
Hawke's Bay,2012,Female,Brain,7,4.7
Hutt Valley,2012,Female,Brain,6,5.4
Lakes,2012,Female,Brain,3,0.0
Nelson Marlborough,2012,Female,Brain,1,0.0
Northland,2012,Female,Brain,3,0.0
South Canterbury,2012,Female,Brain,1,0.0
Southern,2012,Female,Brain,6,2.0
Tairawhiti,2012,Female,Brain,1,0.0
Taranaki,2012,Female,Brain,3,0.0
Waikato,2012,Female,Brain,5,0.0
Wairarapa,2012,Female,Brain,1,0.0
Waitemata,2012,Female,Brain,9,2.6
Whanganui,2012,Female,Brain,1,0.0
All New Zealand,2012,Female,Breast,615,17.6
Auckland,2012,Female,Breast,42,14.4
Bay of Plenty,2012,Female,Breast,33,15.4
Canterbury,2012,Female,Breast,78,19.4
Capital & Coast,2012,Female,Breast,40,18.8
Counties Manukau,2012,Female,Breast,48,15.6
Hawke's Bay,2012,Female,Breast,23,14.4
Hutt Valley,2012,Female,Breast,14,13.3
Lakes,2012,Female,Breast,20,24.3
MidCentral,2012,Female,Breast,21,16.2
Nelson Marlborough,2012,Female,Breast,21,12.7
Northland,2012,Female,Breast,29,22.2
South Canterbury,2012,Female,Breast,13,19.6
Southern,2012,Female,Breast,54,21.0
Tairawhiti,2012,Female,Breast,11,26.2
Taranaki,2012,Female,Breast,16,14.0
Waikato,2012,Female,Breast,53,18.5
Wairarapa,2012,Female,Breast,5,0.0
Waitemata,2012,Female,Breast,76,19.1
West Coast,2012,Female,Breast,5,0.0
Whanganui,2012,Female,Breast,13,20.6
All New Zealand,2012,Female,Colorectal,610,14.8
Auckland,2012,Female,Colorectal,41,11.3
Bay of Plenty,2012,Female,Colorectal,33,14.7
Canterbury,2012,Female,Colorectal,88,18.5
Capital & Coast,2012,Female,Colorectal,31,12.5
Counties Manukau,2012,Female,Colorectal,50,14.6
Hawke's Bay,2012,Female,Colorectal,30,18.1
Hutt Valley,2012,Female,Colorectal,16,12.8
Lakes,2012,Female,Colorectal,14,15.5
MidCentral,2012,Female,Colorectal,30,17.7
Nelson Marlborough,2012,Female,Colorectal,30,17.5
Northland,2012,Female,Colorectal,26,14.7
South Canterbury,2012,Female,Colorectal,13,17.5
Southern,2012,Female,Colorectal,52,17.1
Tairawhiti,2012,Female,Colorectal,9,20.2
Taranaki,2012,Female,Colorectal,18,14.2
Waikato,2012,Female,Colorectal,54,15.6
Wairarapa,2012,Female,Colorectal,6,14.7
Waitemata,2012,Female,Colorectal,48,9.1
West Coast,2012,Female,Colorectal,3,0.0
Whanganui,2012,Female,Colorectal,18,25.7
All New Zealand,2012,Female,Leukaemia,148,4.0
Auckland,2012,Female,Leukaemia,11,3.6
Bay of Plenty,2012,Female,Leukaemia,11,5.4
Canterbury,2012,Female,Leukaemia,15,2.7
Capital & Coast,2012,Female,Leukaemia,8,3.4
Counties Manukau,2012,Female,Leukaemia,12,3.7
Hawke's Bay,2012,Female,Leukaemia,6,3.0
Hutt Valley,2012,Female,Leukaemia,9,8.7
Lakes,2012,Female,Leukaemia,1,0.0
MidCentral,2012,Female,Leukaemia,3,0.0
Nelson Marlborough,2012,Female,Leukaemia,4,0.0
Northland,2012,Female,Leukaemia,6,4.5
South Canterbury,2012,Female,Leukaemia,2,0.0
Southern,2012,Female,Leukaemia,18,7.1
Tairawhiti,2012,Female,Leukaemia,3,0.0
Taranaki,2012,Female,Leukaemia,6,6.3
Waikato,2012,Female,Leukaemia,12,3.9
Wairarapa,2012,Female,Leukaemia,3,0.0
Waitemata,2012,Female,Leukaemia,18,4.4
All New Zealand,2012,Female,Lung,737,19.7
Auckland,2012,Female,Lung,48,16.0
Bay of Plenty,2012,Female,Lung,55,24.3
Canterbury,2012,Female,Lung,82,17.0
Capital & Coast,2012,Female,Lung,33,14.4
Counties Manukau,2012,Female,Lung,61,18.4
Hawke's Bay,2012,Female,Lung,32,22.1
Hutt Valley,2012,Female,Lung,19,16.4
Lakes,2012,Female,Lung,28,31.0
MidCentral,2012,Female,Lung,34,21.2
Nelson Marlborough,2012,Female,Lung,21,13.6
Northland,2012,Female,Lung,40,26.8
South Canterbury,2012,Female,Lung,15,21.0
Southern,2012,Female,Lung,57,21.7
Tairawhiti,2012,Female,Lung,9,26.2
Taranaki,2012,Female,Lung,16,16.9
Waikato,2012,Female,Lung,68,21.5
Wairarapa,2012,Female,Lung,9,21.5
Waitemata,2012,Female,Lung,79,18.3
West Coast,2012,Female,Lung,9,30.9
Whanganui,2012,Female,Lung,22,37.0
All New Zealand,2012,Female,Non-Hodgkin lymphoma,121,3.2
Auckland,2012,Female,Non-Hodgkin lymphoma,11,3.0
Bay of Plenty,2012,Female,Non-Hodgkin lymphoma,3,0.0
Canterbury,2012,Female,Non-Hodgkin lymphoma,12,2.7
Capital & Coast,2012,Female,Non-Hodgkin lymphoma,7,3.9
Counties Manukau,2012,Female,Non-Hodgkin lymphoma,10,3.3
Hawke's Bay,2012,Female,Non-Hodgkin lymphoma,7,4.2
Hutt Valley,2012,Female,Non-Hodgkin lymphoma,4,0.0
Lakes,2012,Female,Non-Hodgkin lymphoma,2,0.0
MidCentral,2012,Female,Non-Hodgkin lymphoma,8,5.5
Nelson Marlborough,2012,Female,Non-Hodgkin lymphoma,7,4.4
Northland,2012,Female,Non-Hodgkin lymphoma,10,5.4
South Canterbury,2012,Female,Non-Hodgkin lymphoma,2,0.0
Southern,2012,Female,Non-Hodgkin lymphoma,10,3.9
Taranaki,2012,Female,Non-Hodgkin lymphoma,3,0.0
Waikato,2012,Female,Non-Hodgkin lymphoma,10,2.6
Waitemata,2012,Female,Non-Hodgkin lymphoma,11,2.7
West Coast,2012,Female,Non-Hodgkin lymphoma,1,0.0
Whanganui,2012,Female,Non-Hodgkin lymphoma,3,0.0
All New Zealand,2012,Female,Ovarian,175,4.8
Auckland,2012,Female,Ovarian,10,3.4
Bay of Plenty,2012,Female,Ovarian,11,4.6
Canterbury,2012,Female,Ovarian,27,5.9
Capital & Coast,2012,Female,Ovarian,9,4.4
Counties Manukau,2012,Female,Ovarian,10,3.0
Hawke's Bay,2012,Female,Ovarian,5,0.0
Hutt Valley,2012,Female,Ovarian,4,0.0
Lakes,2012,Female,Ovarian,3,0.0
MidCentral,2012,Female,Ovarian,7,4.4
Nelson Marlborough,2012,Female,Ovarian,14,10.9
Northland,2012,Female,Ovarian,6,4.1
South Canterbury,2012,Female,Ovarian,4,0.0
Southern,2012,Female,Ovarian,17,7.2
Tairawhiti,2012,Female,Ovarian,4,0.0
Taranaki,2012,Female,Ovarian,3,0.0
Waikato,2012,Female,Ovarian,11,3.4
Wairarapa,2012,Female,Ovarian,2,0.0
Waitemata,2012,Female,Ovarian,21,4.9
West Coast,2012,Female,Ovarian,2,0.0
Whanganui,2012,Female,Ovarian,5,0.0
All New Zealand,2012,Female,Pancreas,233,5.8
Auckland,2012,Female,Pancreas,24,6.5
Bay of Plenty,2012,Female,Pancreas,9,3.9
Canterbury,2012,Female,Pancreas,34,6.8
Capital & Coast,2012,Female,Pancreas,13,5.2
Counties Manukau,2012,Female,Pancreas,15,4.5
Hawke's Bay,2012,Female,Pancreas,6,3.8
Hutt Valley,2012,Female,Pancreas,7,6.6
Lakes,2012,Female,Pancreas,6,6.2
MidCentral,2012,Female,Pancreas,12,6.9
Nelson Marlborough,2012,Female,Pancreas,10,6.7
Northland,2012,Female,Pancreas,10,5.4
South Canterbury,2012,Female,Pancreas,5,0.0
Southern,2012,Female,Pancreas,19,6.5
Tairawhiti,2012,Female,Pancreas,7,19.3
Taranaki,2012,Female,Pancreas,10,8.4
Waikato,2012,Female,Pancreas,17,4.4
Wairarapa,2012,Female,Pancreas,3,0.0
Waitemata,2012,Female,Pancreas,18,4.0
West Coast,2012,Female,Pancreas,3,0.0
Whanganui,2012,Female,Pancreas,5,0.0
All New Zealand,2012,Female,Unspecified site,180,4.1
Auckland,2012,Female,Unspecified site,13,3.6
Bay of Plenty,2012,Female,Unspecified site,8,3.4
Canterbury,2012,Female,Unspecified site,19,2.9
Capital & Coast,2012,Female,Unspecified site,8,2.8
Counties Manukau,2012,Female,Unspecified site,21,5.7
Hawke's Bay,2012,Female,Unspecified site,11,5.9
Hutt Valley,2012,Female,Unspecified site,5,0.0
Lakes,2012,Female,Unspecified site,8,9.2
MidCentral,2012,Female,Unspecified site,7,4.4
Nelson Marlborough,2012,Female,Unspecified site,8,4.0
Northland,2012,Female,Unspecified site,9,5.1
South Canterbury,2012,Female,Unspecified site,2,0.0
Southern,2012,Female,Unspecified site,23,5.9
Tairawhiti,2012,Female,Unspecified site,1,0.0
Taranaki,2012,Female,Unspecified site,5,0.0
Waikato,2012,Female,Unspecified site,9,2.7
Wairarapa,2012,Female,Unspecified site,5,0.0
Waitemata,2012,Female,Unspecified site,16,3.1
West Coast,2012,Female,Unspecified site,1,0.0
Whanganui,2012,Female,Unspecified site,1,0.0
All New Zealand,2012,Female,Uterine,121,3.2
Auckland,2012,Female,Uterine,14,4.6
Bay of Plenty,2012,Female,Uterine,4,0.0
Canterbury,2012,Female,Uterine,15,3.2
Capital & Coast,2012,Female,Uterine,8,3.3
Counties Manukau,2012,Female,Uterine,21,6.6
Hawke's Bay,2012,Female,Uterine,3,0.0
Hutt Valley,2012,Female,Uterine,4,0.0
Lakes,2012,Female,Uterine,1,0.0
MidCentral,2012,Female,Uterine,3,0.0
Nelson Marlborough,2012,Female,Uterine,4,0.0
Northland,2012,Female,Uterine,2,0.0
South Canterbury,2012,Female,Uterine,1,0.0
Southern,2012,Female,Uterine,5,0.0
Tairawhiti,2012,Female,Uterine,3,0.0
Taranaki,2012,Female,Uterine,4,0.0
Waikato,2012,Female,Uterine,9,2.9
Wairarapa,2012,Female,Uterine,2,0.0
Waitemata,2012,Female,Uterine,13,2.8
West Coast,2012,Female,Uterine,2,0.0
Whanganui,2012,Female,Uterine,3,0.0
All New Zealand,2013,Female,Brain,115,3.6
Auckland,2013,Female,Brain,9,3.2
Bay of Plenty,2013,Female,Brain,4,0.0
Canterbury,2013,Female,Brain,13,3.3
Capital & Coast,2013,Female,Brain,8,3.7
Counties Manukau,2013,Female,Brain,6,2.0
Hawke's Bay,2013,Female,Brain,3,0.0
Hutt Valley,2013,Female,Brain,6,6.5
Lakes,2013,Female,Brain,1,0.0
MidCentral,2013,Female,Brain,3,0.0
Nelson Marlborough,2013,Female,Brain,7,5.9
Northland,2013,Female,Brain,3,0.0
South Canterbury,2013,Female,Brain,5,0.0
Southern,2013,Female,Brain,13,5.4
Tairawhiti,2013,Female,Brain,1,0.0
Taranaki,2013,Female,Brain,3,0.0
Waikato,2013,Female,Brain,12,4.7
Wairarapa,2013,Female,Brain,1,0.0
Waitemata,2013,Female,Brain,16,4.2
West Coast,2013,Female,Brain,1,0.0
All New Zealand,2013,Female,Breast,632,17.7
Auckland,2013,Female,Breast,46,14.7
Bay of Plenty,2013,Female,Breast,47,26.4
Canterbury,2013,Female,Breast,78,19.1
Capital & Coast,2013,Female,Breast,38,16.3
Counties Manukau,2013,Female,Breast,51,15.9
Hawke's Bay,2013,Female,Breast,31,22.1
Hutt Valley,2013,Female,Breast,21,19.1
Lakes,2013,Female,Breast,19,21.3
MidCentral,2013,Female,Breast,22,14.3
Nelson Marlborough,2013,Female,Breast,31,23.2
Northland,2013,Female,Breast,28,19.1
South Canterbury,2013,Female,Breast,6,10.6
Southern,2013,Female,Breast,41,15.9
Tairawhiti,2013,Female,Breast,6,16.8
Taranaki,2013,Female,Breast,25,23.8
Waikato,2013,Female,Breast,53,18.4
Wairarapa,2013,Female,Breast,13,30.8
Waitemata,2013,Female,Breast,64,15.0
West Coast,2013,Female,Breast,6,17.6
Whanganui,2013,Female,Breast,6,11.3
All New Zealand,2013,Female,Colorectal,577,14.0
Auckland,2013,Female,Colorectal,40,10.7
Bay of Plenty,2013,Female,Colorectal,28,11.5
Canterbury,2013,Female,Colorectal,59,12.4
Capital & Coast,2013,Female,Colorectal,25,10.1
Counties Manukau,2013,Female,Colorectal,63,18.2
Hawke's Bay,2013,Female,Colorectal,29,14.5
Hutt Valley,2013,Female,Colorectal,26,20.0
Lakes,2013,Female,Colorectal,19,22.6
MidCentral,2013,Female,Colorectal,26,13.5
Nelson Marlborough,2013,Female,Colorectal,32,20.5
Northland,2013,Female,Colorectal,21,12.2
South Canterbury,2013,Female,Colorectal,12,20.5
Southern,2013,Female,Colorectal,54,17.0
Tairawhiti,2013,Female,Colorectal,7,17.9
Taranaki,2013,Female,Colorectal,21,16.4
Waikato,2013,Female,Colorectal,44,12.7
Wairarapa,2013,Female,Colorectal,7,12.0
Waitemata,2013,Female,Colorectal,58,12.0
West Coast,2013,Female,Colorectal,4,0.0
Whanganui,2013,Female,Colorectal,2,0.0
All New Zealand,2013,Female,Leukaemia,127,3.3
Auckland,2013,Female,Leukaemia,11,3.6
Bay of Plenty,2013,Female,Leukaemia,7,2.7
Canterbury,2013,Female,Leukaemia,16,3.2
Capital & Coast,2013,Female,Leukaemia,8,3.6
Counties Manukau,2013,Female,Leukaemia,17,5.2
Hawke's Bay,2013,Female,Leukaemia,4,0.0
Hutt Valley,2013,Female,Leukaemia,5,0.0
MidCentral,2013,Female,Leukaemia,4,0.0
Nelson Marlborough,2013,Female,Leukaemia,2,0.0
Northland,2013,Female,Leukaemia,6,3.3
South Canterbury,2013,Female,Leukaemia,2,0.0
Southern,2013,Female,Leukaemia,12,5.9
Tairawhiti,2013,Female,Leukaemia,3,0.0
Taranaki,2013,Female,Leukaemia,2,0.0
Waikato,2013,Female,Leukaemia,7,1.8
Wairarapa,2013,Female,Leukaemia,3,0.0
Waitemata,2013,Female,Leukaemia,14,2.4
West Coast,2013,Female,Leukaemia,2,0.0
Whanganui,2013,Female,Leukaemia,2,0.0
All New Zealand,2013,Female,Lung,790,20.7
Auckland,2013,Female,Lung,53,16.9
Bay of Plenty,2013,Female,Lung,51,21.0
Canterbury,2013,Female,Lung,70,15.5
Capital & Coast,2013,Female,Lung,40,18.2
Counties Manukau,2013,Female,Lung,93,28.2
Hawke's Bay,2013,Female,Lung,42,26.3
Hutt Valley,2013,Female,Lung,24,19.4
Lakes,2013,Female,Lung,27,31.2
MidCentral,2013,Female,Lung,43,25.6
Nelson Marlborough,2013,Female,Lung,24,15.9
Northland,2013,Female,Lung,42,26.8
South Canterbury,2013,Female,Lung,15,20.0
Southern,2013,Female,Lung,59,19.5
Tairawhiti,2013,Female,Lung,10,23.2
Taranaki,2013,Female,Lung,20,16.6
Waikato,2013,Female,Lung,67,21.3
Wairarapa,2013,Female,Lung,11,25.7
Waitemata,2013,Female,Lung,77,17.3
West Coast,2013,Female,Lung,8,24.4
Whanganui,2013,Female,Lung,14,22.9
All New Zealand,2013,Female,Non-Hodgkin lymphoma,121,2.9
Auckland,2013,Female,Non-Hodgkin lymphoma,11,3.5
Bay of Plenty,2013,Female,Non-Hodgkin lymphoma,4,0.0
Canterbury,2013,Female,Non-Hodgkin lymphoma,17,3.3
Capital & Coast,2013,Female,Non-Hodgkin lymphoma,7,3.2
Counties Manukau,2013,Female,Non-Hodgkin lymphoma,9,2.9
Hawke's Bay,2013,Female,Non-Hodgkin lymphoma,8,4.8
Hutt Valley,2013,Female,Non-Hodgkin lymphoma,2,0.0
Lakes,2013,Female,Non-Hodgkin lymphoma,3,0.0
MidCentral,2013,Female,Non-Hodgkin lymphoma,6,3.2
Nelson Marlborough,2013,Female,Non-Hodgkin lymphoma,6,4.1
Northland,2013,Female,Non-Hodgkin lymphoma,7,3.6
South Canterbury,2013,Female,Non-Hodgkin lymphoma,4,0.0
Southern,2013,Female,Non-Hodgkin lymphoma,6,2.2
Tairawhiti,2013,Female,Non-Hodgkin lymphoma,1,0.0
Taranaki,2013,Female,Non-Hodgkin lymphoma,1,0.0
Waikato,2013,Female,Non-Hodgkin lymphoma,7,2.2
Wairarapa,2013,Female,Non-Hodgkin lymphoma,3,0.0
Waitemata,2013,Female,Non-Hodgkin lymphoma,16,2.9
West Coast,2013,Female,Non-Hodgkin lymphoma,2,0.0
Whanganui,2013,Female,Non-Hodgkin lymphoma,1,0.0
All New Zealand,2013,Female,Ovarian,178,4.6
Auckland,2013,Female,Ovarian,18,5.7
Bay of Plenty,2013,Female,Ovarian,9,3.9
Canterbury,2013,Female,Ovarian,21,4.4
Capital & Coast,2013,Female,Ovarian,9,3.7
Counties Manukau,2013,Female,Ovarian,12,3.3
Hawke's Bay,2013,Female,Ovarian,5,0.0
Hutt Valley,2013,Female,Ovarian,8,6.0
Lakes,2013,Female,Ovarian,5,0.0
MidCentral,2013,Female,Ovarian,8,3.9
Nelson Marlborough,2013,Female,Ovarian,6,3.6
Northland,2013,Female,Ovarian,11,9.1
South Canterbury,2013,Female,Ovarian,1,0.0
Southern,2013,Female,Ovarian,10,3.4
Tairawhiti,2013,Female,Ovarian,1,0.0
Taranaki,2013,Female,Ovarian,8,7.6
Waikato,2013,Female,Ovarian,20,6.6
Wairarapa,2013,Female,Ovarian,2,0.0
Waitemata,2013,Female,Ovarian,18,3.6
West Coast,2013,Female,Ovarian,1,0.0
Whanganui,2013,Female,Ovarian,5,0.0
All New Zealand,2013,Female,Pancreas,247,6.1
Auckland,2013,Female,Pancreas,10,3.1
Bay of Plenty,2013,Female,Pancreas,12,4.0
Canterbury,2013,Female,Pancreas,35,7.1
Capital & Coast,2013,Female,Pancreas,17,7.0
Counties Manukau,2013,Female,Pancreas,22,6.4
Hawke's Bay,2013,Female,Pancreas,7,4.3
Hutt Valley,2013,Female,Pancreas,7,6.4
Lakes,2013,Female,Pancreas,5,0.0
